insertSort, m36, t50, w8, 787, 23, 2087, 2905, 57.9907, 0.9444, 1900, 40, a3, 111011
squareMatrix, m60, t50, w4, 1565, 151, 7695, 9684, 126.8407, 1.0, 903, 72, a2, 011110
genPassword, m98, t100, w2, 2954, 324, 11014, 15322, 112.3878, 0.8367, 398, 63, a2, 000110
factorial, m15, t100, w2, 795, 318, 9783, 10766, 631.1935, 0.9677, 403, 18, a5, 101001
bubbleSort, m226, t50, w2, 7324, 165, 427908, 437216, 1893.3982, 0.9182, 1900, 41, a3, 010110
factorial, m10, t100, w8, 164, 289, 1693, 1987, 163.9032, 0.9677, 403, 18, a3, 000111
parg, m1254, t52, w4, 213510, 162, 1286, 216712, 1.0251, 1.0, 418, 2518, a2, 011111
factorial, m15, t100, w4, 254, 301, 3518, 4051, 226.9677, 0.9677, 403, 18, a2, 011110
mergeSort, m75, t50, w2, 6648, 162, 22720, 29643, 301.5929, 0.9336, 1900, 129, a2, 110101
bubbleSort, m56, t50, w2, 3751, 168, 108776, 112865, 1925.2389, 0.9182, 1900, 41, a4, 010101
longestIncrease, m228, t50, w2, 19706, 9671, 267916, 307796, 1175.0702, 0.9196, 1946, 70, a2, 111101
parg, m1254, t52, w8, 217397, 22, 413, 218125, 0.3292, 1.0, 418, 2518, a3, 110011
factorial, m15, t100, w8, 248, 292, 2538, 2963, 163.7419, 0.9677, 403, 18, a3, 010010
longestIncrease, m228, t50, w4, 6370, 3446, 108528, 121982, 476, 0.9035, 1946, 70, a4, 100011
mergeSort, m113, t50, w2, 10168, 160, 34080, 44376, 301.5929, 0.9336, 1900, 129, a5, 111000
selectSort, m30, t50, w8, 688, 22, 1944, 2778, 63.3913, 0.9101, 1900, 45, a2, 110110
genPassword, m24, t100, w8, 499, 43, 471, 1041, 19.2245, 0.8367, 398, 63, a3, 100111
maxArrSumNeg, m224, t50, w8, 5354, 21, 22208, 27872, 99.1429, 0.9358, 1910, 63, a2, 111111
insertSort, m36, t50, w4, 802, 148, 4111, 5186, 114.213, 0.9444, 1900, 40, a3, 000110
primes, m136, t100, w2, 3486, 315, 14404, 19378, 105.9118, 0.8793, 398, 30, a2, 010110
mergeSort, m452, t50, w8, 13980, 130, 21124, 37528, 46.7345, 0.9336, 1900, 129, a2, 011110
factorial, m10, t100, w2, 530, 318, 6522, 7177, 631.1935, 0.9677, 403, 18, a5, 101001
minProd, m90, t50, w2, 3367, 162, 7897, 11637, 87.2652, 0.8659, 1946, 72, a2, 000111
bubbleSort, m56, t50, w4, 1220, 157, 38693, 40104, 684.8407, 0.9182, 1900, 41, a3, 001111
insertSort, m36, t50, w8, 771, 24, 2103, 2911, 58.4167, 0.9444, 1900, 40, a3, 101010
parg, m836, t52, w8, 144737, 143, 482, 145858, 0.5767, 1.0, 418, 2518, a4, 011111
minProd, m90, t50, w2, 3337, 161, 7956, 11649, 87.9171, 0.8659, 1946, 72, a4, 100111
squareMatrix, m91, t50, w4, 2366, 149, 11640, 14120, 127.9121, 1.0, 903, 72, a4, 011010
bubbleSort, m37, t50, w4, 2484, 155, 25899, 28516, 687.6018, 0.9182, 1900, 41, a2, 010101
mergeSort, m113, t50, w8, 3465, 146, 5292, 8881, 46.8363, 0.9336, 1900, 129, a2, 000011
anagram, m120, t100, w8, 2022, 38, 10888, 13704, 90.7333, 0.9286, 1370, 37, a4, 110110
genPassword, m24, t100, w2, 764, 313, 2748, 3702, 112.1837, 0.8367, 398, 63, a2, 001011
factorial, m15, t100, w2, 801, 323, 9771, 10858, 630.4194, 0.9677, 403, 18, a2, 101100
add, m4, t100, w2, 94, 320, 118, 362, 29.6667, 0.9167, 583, 13, a2, 010110
genPassword, m98, t100, w4, 1968, 294, 3678, 6352, 37.5306, 0.8367, 398, 63, a4, 011010
mergeSort, m113, t50, w2, 10069, 160, 34190, 44691, 302.5708, 0.9336, 1900, 129, a4, 110101
insertSort, m216, t50, w4, 4756, 50, 24762, 30950, 114.6389, 0.9444, 1900, 40, a3, 111110
insertSort, m36, t50, w8, 849, 121, 2130, 3208, 59.1852, 0.9444, 1900, 40, a2, 011110
add, m6, t100, w8, 84, 44, 32, 171, 5.4167, 0.9167, 583, 13, a4, 100011
transpose, m74, t50, w2, 6004, 160, 31006, 37135, 416.1946, 0.8993, 903, 40, a4, 100000
parg, m5018, t52, w8, 872590, 23, 1620, 877810, 0.3228, 1.0, 418, 2518, a3, 101111
longestIncrease, m38, t50, w4, 3264, 3471, 17103, 21595, 450.0965, 0.9035, 1946, 70, a4, 101101
parg, m1254, t52, w8, 218173, 21, 653, 224434, 0.5205, 1.0, 418, 2518, a4, 111110
quickSort, m63, t50, w2, 3397, 159, 43405, 47149, 683.5433, 0.9603, 1900, 56, a2, 011111
insertSort, m36, t50, w4, 804, 145, 4137, 5212, 114.9259, 0.9444, 1900, 40, a3, 001110
anagram, m120, t100, w4, 2024, 101, 10004, 12532, 83.3667, 0.9286, 1370, 37, a2, 110111
mergeSort, m113, t50, w4, 3490, 141, 11497, 15111, 101.7434, 0.9336, 1900, 129, a3, 011011
mergeSort, m75, t50, w2, 7364, 164, 22754, 30205, 302.0531, 0.9336, 1900, 129, a3, 111000
huffmanCodingEff, m66, t50, w2, 4929, 163, 13497, 18903, 203.4774, 0.849, 1874, 239, a3, 011110
transpose, m49, t50, w8, 1333, 21, 3373, 4962, 67.9195, 0.9054, 903, 40, a3, 111110
anagram, m20, t100, w2, 537, 321, 2693, 3356, 134.6667, 0.8667, 1370, 37, a2, 000010
dictionaryOrder, m35, t100, w2, 984, 324, 16762, 18158, 472.169, 0.9265, 8248, 32, a2, 101110
factorial, m15, t100, w8, 257, 38, 2544, 2855, 164.1613, 0.9677, 403, 18, a3, 101011
genPassword, m16, t100, w8, 319, 272, 294, 729, 18.0408, 0.8367, 398, 63, a4, 011011
genPassword, m24, t100, w4, 493, 283, 1007, 1706, 41.1224, 0.8367, 398, 63, a3, 011111
squareMatrix, m364, t50, w8, 9544, 147, 20658, 32042, 56.7527, 1.0, 903, 72, a3, 011110
add, m6, t100, w2, 141, 320, 178, 543, 29.6667, 0.9167, 583, 13, a2, 010110
longestIncrease, m228, t50, w2, 20306, 10261, 273424, 315194, 1199.2281, 0.9196, 1946, 70, a3, 011101
genPassword, m16, t100, w2, 496, 322, 1895, 2626, 116.0408, 0.8367, 398, 63, a4, 110110
genPassword, m98, t100, w2, 2990, 327, 11170, 15252, 113.9796, 0.8367, 398, 63, a3, 101111
squareMatrix, m91, t50, w4, 2315, 149, 11574, 14447, 127.1923, 1.0, 903, 72, a3, 011110
add, m6, t100, w2, 133, 318, 209, 529, 34.8333, 0.9167, 583, 13, a2, 000010
maxArrSumNeg, m56, t50, w8, 1293, 19, 5060, 6448, 90.3661, 0.9358, 1910, 63, a3, 101111
huffmanCodingEff, m99, t50, w8, 5402, 21, 3027, 8937, 30.4221, 0.849, 1874, 239, a3, 101110
huffmanCodingEff, m398, t50, w8, 21764, 20, 12026, 35068, 30.2161, 0.849, 1874, 239, a2, 111111
huffmanCoding, m157, t50, w4, 8942, 49, 17105, 26164, 108.9522, 0.9013, 1874, 318, a2, 111010
primes, m22, t100, w4, 383, 291, 848, 1380, 37.4118, 0.8793, 398, 30, a3, 001111
parg, m836, t52, w2, 143298, 172, 2925, 149842, 3.4978, 1.0, 418, 2518, a3, 110111
anagram, m120, t100, w2, 6420, 311, 16210, 23376, 135.0833, 0.8667, 1370, 37, a4, 100001
insertSort, m54, t50, w4, 1227, 149, 6160, 7558, 114.0833, 0.9444, 1900, 40, a2, 010111
dictionaryOrder, m35, t100, w2, 967, 321, 16777, 18140, 472.5915, 0.9265, 8248, 32, a3, 100110
factorial, m15, t100, w2, 820, 321, 9746, 10754, 628.7742, 0.9677, 403, 18, a5, 010000
parg, m836, t52, w4, 141915, 50, 936, 148286, 1.1192, 1.0, 418, 2518, a4, 101110
huffmanCodingEff, m99, t50, w8, 5356, 23, 3018, 8702, 30.3367, 0.849, 1874, 239, a2, 110111
squareMatrix, m364, t50, w4, 9342, 48, 46156, 55760, 126.8022, 1.0, 903, 72, a3, 101011
parg, m836, t52, w2, 170470, 174, 2920, 173646, 3.4918, 1.0, 418, 2518, a2, 111001
dictionaryOrder, m23, t100, w8, 381, 39, 1667, 2207, 70.4648, 0.9265, 8248, 32, a2, 100110
huffmanCodingEff, m99, t50, w4, 4933, 162, 6873, 12220, 69.0754, 0.849, 1874, 239, a3, 011111
squareMatrix, m91, t50, w2, 7012, 158, 27926, 35320, 306.8846, 1.0, 903, 72, a5, 110101
factorial, m62, t100, w2, 1602, 314, 39206, 41544, 632.3548, 0.9677, 403, 18, a5, 101010
longestIncrease, m57, t50, w4, 4945, 3479, 24556, 31288, 430.807, 0.9035, 1946, 70, a3, 100001
primes, m22, t100, w2, 595, 317, 2402, 3251, 106, 0.8793, 398, 30, a2, 110110
bubbleSort, m37, t50, w2, 2520, 170, 71669, 74511, 1902.7345, 0.9182, 1900, 41, a3, 010100
bubbleSort, m56, t50, w4, 3664, 49, 39564, 43648, 700.2566, 0.9182, 1900, 41, a2, 101100
parg, m836, t52, w4, 141687, 54, 916, 143856, 1.0953, 1.0, 418, 2518, a4, 101111
mergeSort, m75, t50, w2, 3601, 166, 22956, 27066, 304.7345, 0.9336, 1900, 129, a3, 000110
factorial, m62, t100, w2, 3198, 321, 38932, 43308, 627.9355, 0.9677, 403, 18, a3, 101100
genPassword, m24, t100, w2, 746, 318, 2766, 3851, 112.898, 0.8367, 398, 63, a2, 101110
selectSort, m184, t50, w2, 6114, 166, 80202, 87466, 435.8804, 0.9101, 1900, 45, a4, 100111
quickSort, m42, t50, w4, 1482, 51, 10340, 12112, 244.2598, 0.9603, 1900, 56, a3, 100110
minProd, m90, t50, w2, 3367, 160, 7894, 11860, 87.2265, 0.8659, 1946, 72, a3, 010110
mergeSort, m113, t50, w4, 3481, 153, 11433, 15037, 101.177, 0.9336, 1900, 129, a2, 001010
bubbleSort, m56, t50, w2, 1824, 158, 109680, 111981, 1941.2389, 0.9182, 1900, 41, a4, 110110
mergeSort, m452, t50, w4, 13508, 48, 45698, 61948, 101.1018, 0.9336, 1900, 129, a3, 101110
parg, m836, t52, w4, 142611, 158, 270, 144120, 0.3236, 1.0, 418, 2518, a5, 010111
anagram, m120, t100, w2, 3160, 320, 16330, 20242, 136.0833, 0.8667, 1370, 37, a4, 001011
bubbleSort, m37, t50, w4, 2491, 50, 26089, 28861, 692.6372, 0.9182, 1900, 41, a3, 101100
longestIncrease, m228, t50, w2, 9868, 9421, 263986, 293928, 1157.8333, 0.9196, 1946, 70, a4, 000111
longestIncrease, m57, t50, w4, 4989, 3456, 25022, 31785, 438.9825, 0.9035, 1946, 70, a3, 110001
mergeSort, m113, t50, w2, 5124, 161, 34261, 39512, 303.1991, 0.9336, 1900, 129, a4, 010010
huffmanCodingEff, m66, t50, w8, 3463, 144, 2018, 5795, 30.4271, 0.849, 1874, 239, a3, 001111
longestIncrease, m57, t50, w8, 1633, 2240, 12214, 15146, 214.2807, 0.9196, 1946, 70, a3, 101111
mergeSort, m452, t50, w2, 20494, 161, 136820, 157828, 302.6991, 0.9336, 1900, 129, a2, 011010
quickSort, m42, t50, w2, 2274, 161, 28945, 31446, 683.748, 0.9603, 1900, 56, a2, 001111
factorial, m62, t100, w8, 1048, 289, 10152, 11904, 163.7419, 0.9677, 403, 18, a2, 000011
longestIncrease, m57, t50, w4, 1638, 10242, 24812, 31620, 435.307, 0.9035, 1946, 70, a2, 000010
add, m24, t100, w2, 536, 317, 858, 2130, 35.75, 0.9167, 583, 13, a4, 000010
transpose, m49, t50, w2, 3984, 160, 20693, 24760, 416.651, 0.8993, 903, 40, a5, 011001
factorial, m15, t100, w8, 749, 43, 2539, 3342, 163.8065, 0.9677, 403, 18, a2, 100000
huffmanCodingEff, m398, t50, w8, 20204, 146, 11958, 34450, 30.0452, 0.849, 1874, 239, a3, 010110
bubbleSort, m226, t50, w8, 5054, 22, 121122, 127368, 535.9381, 0.9182, 1900, 41, a4, 110110
insertSort, m36, t50, w8, 802, 20, 2102, 3070, 58.4074, 0.9444, 1900, 40, a3, 110110
huffmanCoding, m628, t50, w4, 36934, 50, 68654, 106082, 109.3217, 0.9013, 1874, 318, a5, 100010
mergeSort, m113, t50, w2, 10440, 166, 34543, 45116, 305.6947, 0.9336, 1900, 129, a5, 100001
anagram, m20, t100, w8, 339, 272, 1667, 2206, 83.3667, 0.9286, 1370, 37, a2, 000110
longestIncrease, m38, t50, w4, 3275, 3475, 15784, 20250, 415.386, 0.9035, 1946, 70, a4, 101000
transpose, m74, t50, w8, 1873, 146, 5060, 7357, 67.9262, 0.9054, 903, 40, a3, 000110
add, m4, t100, w2, 93, 333, 140, 361, 35, 0.9167, 583, 13, a3, 110011
mergeSort, m75, t50, w2, 6789, 166, 22652, 29720, 300.6903, 0.9336, 1900, 129, a4, 111101
transpose, m49, t50, w2, 3993, 158, 20773, 24850, 418.2617, 0.8993, 903, 40, a4, 111000
longestIncrease, m38, t50, w4, 1057, 3458, 16363, 18606, 430.6053, 0.9035, 1946, 70, a3, 100010
longestIncrease, m57, t50, w4, 1585, 3451, 25372, 28726, 445.1316, 0.9035, 1946, 70, a5, 111011
longestIncrease, m228, t50, w4, 6500, 10712, 96832, 124950, 424.7018, 0.9035, 1946, 70, a3, 000010
selectSort, m46, t50, w2, 3103, 162, 20034, 23513, 435.5217, 0.9101, 1900, 45, a2, 101100
longestIncrease, m57, t50, w2, 2426, 9502, 64940, 72418, 1139.2982, 0.9196, 1946, 70, a4, 110111
bubbleSort, m226, t50, w2, 14566, 166, 431138, 447048, 1907.6903, 0.9182, 1900, 41, a2, 110101
mergeSort, m75, t50, w4, 2288, 147, 7638, 10008, 101.3938, 0.9336, 1900, 129, a3, 010010
huffmanCodingEff, m66, t50, w8, 3596, 20, 2003, 5803, 30.206, 0.849, 1874, 239, a3, 100111
genPassword, m24, t100, w2, 739, 316, 2774, 3705, 113.2245, 0.8367, 398, 63, a2, 101010
primes, m136, t100, w8, 2286, 283, 1748, 4798, 12.8529, 0.8793, 398, 30, a3, 000111
bubbleSort, m56, t50, w4, 3682, 155, 38439, 42597, 680.3451, 0.9182, 1900, 41, a3, 011100
add, m24, t100, w2, 560, 323, 820, 2148, 34.1667, 0.9167, 583, 13, a3, 001011
selectSort, m30, t50, w4, 662, 51, 5003, 5789, 163.1413, 0.9101, 1900, 45, a3, 110111
dictionaryOrder, m23, t100, w4, 406, 301, 3882, 4544, 164.0563, 0.9265, 8248, 32, a3, 001110
bubbleSort, m56, t50, w4, 1259, 49, 38539, 39946, 682.1062, 0.9182, 1900, 41, a2, 100111
huffmanCoding, m628, t50, w4, 36846, 47, 69348, 106662, 110.4268, 0.9013, 1874, 318, a3, 100011
dictionaryOrder, m35, t100, w8, 582, 240, 2501, 3416, 70.4507, 0.9265, 8248, 32, a3, 001110
longestIncrease, m57, t50, w2, 4935, 9412, 65096, 75095, 1142.0439, 0.9196, 1946, 70, a3, 000100
mergeSort, m113, t50, w8, 3433, 114, 5278, 8816, 46.708, 0.9336, 1900, 129, a3, 010011
mergeSort, m75, t50, w2, 6692, 163, 22733, 29512, 301.7743, 0.9336, 1900, 129, a2, 101000
mergeSort, m113, t50, w2, 10016, 156, 34065, 44482, 301.4646, 0.9336, 1900, 129, a3, 101101
anagram, m30, t100, w8, 505, 40, 2728, 3302, 90.95, 0.9286, 1370, 37, a4, 100111
factorial, m15, t100, w2, 396, 311, 9763, 10343, 629.9032, 0.9677, 403, 18, a5, 101011
dictionaryOrder, m23, t100, w4, 1184, 103, 3900, 5174, 164.8169, 0.9265, 8248, 32, a2, 111101
mergeSort, m452, t50, w2, 40880, 159, 136826, 180642, 302.7124, 0.9336, 1900, 129, a2, 011100
insertSort, m36, t50, w4, 784, 149, 4121, 5020, 114.4815, 0.9444, 1900, 40, a2, 011111
primes, m34, t100, w2, 864, 321, 3611, 4777, 106.2206, 0.8793, 398, 30, a2, 011111
squareMatrix, m91, t50, w2, 3534, 158, 27787, 31686, 305.3571, 1.0, 903, 72, a5, 100111
squareMatrix, m60, t50, w4, 1563, 147, 7701, 9338, 126.9396, 1.0, 903, 72, a5, 011010
longestIncrease, m57, t50, w4, 1582, 3446, 25024, 28379, 439.0175, 0.9035, 1946, 70, a5, 110010
quickSort, m254, t50, w8, 9490, 131, 30012, 40124, 118.1575, 0.9603, 1900, 56, a2, 001111
insertSort, m216, t50, w8, 4724, 22, 12574, 18256, 58.213, 0.9444, 1900, 40, a3, 111110
parg, m1254, t52, w2, 219067, 175, 4372, 223826, 3.4851, 1.0, 418, 2518, a2, 011010
insertSort, m36, t50, w8, 797, 20, 2097, 2965, 58.2593, 0.9444, 1900, 40, a2, 100111
genPassword, m24, t100, w8, 484, 40, 480, 1020, 19.6122, 0.8367, 398, 63, a5, 101011
primes, m22, t100, w2, 588, 314, 2395, 3205, 105.6618, 0.8793, 398, 30, a4, 000111
add, m6, t100, w2, 136, 328, 218, 546, 36.3333, 0.9167, 583, 13, a4, 100010
parg, m5018, t52, w8, 869928, 145, 1608, 892224, 0.3204, 1.0, 418, 2518, a5, 000110
squareMatrix, m91, t50, w4, 2310, 148, 11630, 14058, 127.8077, 1.0, 903, 72, a5, 011011
factorial, m62, t100, w4, 3152, 300, 14062, 18028, 226.8065, 0.9677, 403, 18, a2, 010101
dictionaryOrder, m35, t100, w2, 963, 323, 16767, 18040, 472.3099, 0.9265, 8248, 32, a2, 111111
minProd, m60, t50, w8, 1494, 140, 1678, 3512, 27.8122, 0.8659, 1946, 72, a2, 001110
minProd, m90, t50, w8, 2246, 128, 2515, 4915, 27.7956, 0.8659, 1946, 72, a3, 011111
transpose, m74, t50, w2, 5941, 159, 30994, 37056, 416.0268, 0.8993, 903, 40, a3, 101001
genPassword, m16, t100, w2, 492, 311, 1793, 2472, 109.8163, 0.8367, 398, 63, a4, 001111
squareMatrix, m91, t50, w4, 2325, 49, 11589, 13980, 127.3571, 1.0, 903, 72, a2, 101011
selectSort, m46, t50, w2, 1520, 164, 19989, 21764, 434.5435, 0.9101, 1900, 45, a2, 100111
longestIncrease, m57, t50, w4, 1595, 10239, 24509, 31271, 429.9912, 0.9035, 1946, 70, a5, 001011
transpose, m74, t50, w2, 6022, 153, 31111, 37268, 417.5973, 0.8993, 903, 40, a2, 111001
quickSort, m42, t50, w8, 1527, 20, 5002, 6766, 118.1575, 0.9603, 1900, 56, a3, 100110
transpose, m74, t50, w2, 5942, 160, 31141, 37207, 418.0067, 0.8993, 903, 40, a2, 011000
genPassword, m98, t100, w8, 2032, 40, 1880, 4196, 19.1837, 0.8367, 398, 63, a2, 101111
mergeSort, m452, t50, w4, 13960, 141, 45988, 60444, 101.7434, 0.9336, 1900, 129, a3, 011011
insertSort, m36, t50, w8, 778, 148, 2101, 2969, 58.3611, 0.9444, 1900, 40, a3, 001111
genPassword, m16, t100, w2, 499, 314, 1855, 2480, 113.5714, 0.8367, 398, 63, a3, 101011
mergeSort, m113, t50, w8, 3499, 149, 5271, 8893, 46.646, 0.9336, 1900, 129, a2, 011011
factorial, m10, t100, w2, 533, 325, 6515, 7178, 630.4839, 0.9677, 403, 18, a4, 100000
mergeSort, m452, t50, w2, 20722, 164, 136886, 158126, 302.8451, 0.9336, 1900, 129, a3, 010010
factorial, m15, t100, w8, 256, 39, 2540, 2866, 163.871, 0.9677, 403, 18, a3, 100111
minProd, m60, t50, w4, 1480, 48, 1915, 3437, 31.7459, 0.7845, 1946, 72, a5, 110010
factorial, m62, t100, w4, 3128, 297, 14072, 17910, 226.9677, 0.9677, 403, 18, a2, 010001
quickSort, m42, t50, w2, 4483, 157, 27364, 32066, 646.3937, 0.9603, 1900, 56, a2, 000101
add, m4, t100, w2, 94, 317, 115, 362, 28.9167, 0.9167, 583, 13, a4, 001111
minProd, m362, t50, w2, 13452, 163, 31818, 46732, 87.895, 0.8659, 1946, 72, a3, 100111
mergeSort, m75, t50, w8, 2321, 155, 3513, 5920, 46.6372, 0.9336, 1900, 129, a3, 000011
mergeSort, m113, t50, w8, 3498, 22, 5271, 8827, 46.646, 0.9336, 1900, 129, a3, 101010
genPassword, m24, t100, w4, 516, 94, 1023, 1619, 41.7551, 0.8367, 398, 63, a2, 111011
quickSort, m254, t50, w2, 13634, 160, 173718, 188726, 683.9291, 0.9603, 1900, 56, a3, 111111
mergeSort, m75, t50, w2, 3555, 144, 22927, 26969, 304.3451, 0.9336, 1900, 129, a3, 001110
huffmanCodingEff, m398, t50, w4, 19744, 146, 27484, 50060, 69.0553, 0.849, 1874, 239, a2, 010110
factorial, m15, t100, w2, 789, 311, 9769, 10744, 630.2581, 0.9677, 403, 18, a2, 011001
dictionaryOrder, m142, t100, w2, 7258, 320, 67256, 75892, 473.6338, 0.9265, 8248, 32, a3, 100101
longestIncrease, m38, t50, w4, 3292, 3484, 17172, 21657, 451.9123, 0.9035, 1946, 70, a3, 111000
parg, m5018, t52, w8, 870192, 19, 1636, 894082, 0.326, 1.0, 418, 2518, a2, 101110
mergeSort, m113, t50, w4, 3374, 148, 11395, 15450, 100.8451, 0.9336, 1900, 129, a2, 010110
quickSort, m63, t50, w4, 2228, 153, 13941, 16472, 219.5512, 0.9603, 1900, 56, a2, 010111
squareMatrix, m364, t50, w8, 9780, 109, 20714, 32432, 56.9066, 1.0, 903, 72, a2, 001110
genPassword, m24, t100, w4, 476, 301, 1015, 1674, 41.449, 0.8367, 398, 63, a3, 010011
parg, m836, t52, w8, 144404, 21, 348, 144960, 0.4161, 1.0, 418, 2518, a4, 111010
genPassword, m98, t100, w8, 1996, 239, 1924, 4556, 19.6327, 0.8367, 398, 63, a3, 001010
massive, m16, t60, w8, 208, 19141, 17318, 23923, 1060.2857, 1.0, 169, 13, a5, 111010
factorial, m10, t100, w2, 526, 311, 6512, 7163, 630.2581, 0.9677, 403, 18, a2, 011001
longestIncrease, m57, t50, w2, 2427, 9560, 65248, 72753, 1144.7018, 0.9196, 1946, 70, a2, 011111
primes, m22, t100, w2, 598, 317, 2399, 3186, 105.8382, 0.8793, 398, 30, a3, 111111
squareMatrix, m91, t50, w4, 2418, 146, 11672, 14207, 128.2637, 1.0, 903, 72, a5, 001010
mergeSort, m452, t50, w2, 42270, 158, 136922, 181072, 302.9248, 0.9336, 1900, 129, a2, 001101
primes, m22, t100, w2, 586, 319, 2400, 3194, 105.9118, 0.8793, 398, 30, a3, 001111
parg, m836, t52, w4, 143014, 163, 874, 144146, 1.045, 1.0, 418, 2518, a4, 001011
huffmanCodingEff, m99, t50, w4, 5148, 50, 6848, 12359, 68.8291, 0.849, 1874, 239, a3, 100111
dictionaryOrder, m35, t100, w8, 591, 271, 2501, 3395, 70.4507, 0.9265, 8248, 32, a3, 001111
minProd, m362, t50, w4, 8982, 157, 10552, 20004, 29.1492, 0.7845, 1946, 72, a2, 000010
mergeSort, m75, t50, w2, 6738, 162, 22708, 29531, 301.4425, 0.9336, 1900, 129, a5, 000001
anagram, m120, t100, w2, 3168, 317, 16294, 20212, 135.7833, 0.8667, 1370, 37, a2, 001011
anagram, m30, t100, w4, 502, 100, 2501, 3126, 83.3667, 0.9286, 1370, 37, a2, 100111
longestIncrease, m228, t50, w8, 6436, 2292, 50160, 62356, 220, 0.9196, 1946, 70, a2, 110110
mergeSort, m113, t50, w2, 5159, 162, 34050, 39338, 301.3274, 0.9336, 1900, 129, a2, 110011
factorial, m10, t100, w8, 172, 293, 1692, 2031, 163.8065, 0.9677, 403, 18, a2, 001110
parg, m5018, t52, w8, 875420, 22, 526, 879506, 0.1048, 1.0, 418, 2518, a5, 111111
minProd, m362, t50, w2, 13476, 159, 31614, 47576, 87.3315, 0.8659, 1946, 72, a2, 000110
parg, m5018, t52, w4, 852392, 171, 5258, 859198, 1.0478, 1.0, 418, 2518, a5, 001010
parg, m1254, t52, w8, 217941, 109, 410, 224049, 0.3268, 1.0, 418, 2518, a5, 011110
parg, m5018, t52, w2, 904550, 179, 17406, 956286, 3.4687, 1.0, 418, 2518, a3, 100110
factorial, m62, t100, w4, 3146, 296, 14066, 18042, 226.871, 0.9677, 403, 18, a2, 000101
add, m24, t100, w2, 558, 323, 826, 2134, 34.4167, 0.9167, 583, 13, a4, 110010
transpose, m49, t50, w2, 1929, 158, 20804, 22816, 418.8792, 0.8993, 903, 40, a2, 110010
anagram, m30, t100, w2, 791, 321, 3980, 5150, 132.6667, 0.8667, 1370, 37, a4, 111110
add, m4, t100, w2, 95, 323, 115, 358, 28.8333, 0.9167, 583, 13, a3, 000111
factorial, m62, t100, w2, 1576, 313, 39148, 41856, 631.4194, 0.9677, 403, 18, a3, 000110
insertSort, m216, t50, w4, 4848, 51, 24920, 30012, 115.3704, 0.9444, 1900, 40, a4, 111011
maxArrSumNeg, m37, t50, w8, 896, 144, 3376, 4365, 90.4375, 0.9358, 1910, 63, a2, 000111
huffmanCodingEff, m66, t50, w8, 3582, 20, 2013, 5937, 30.3518, 0.849, 1874, 239, a2, 111110
factorial, m15, t100, w2, 377, 311, 9793, 10356, 631.8065, 0.9677, 403, 18, a5, 000011
add, m4, t100, w2, 97, 347, 108, 374, 27, 0.9167, 583, 13, a2, 101111
squareMatrix, m60, t50, w4, 1564, 153, 7709, 9694, 127.0824, 1.0, 903, 72, a2, 000110
parg, m836, t52, w8, 145288, 123, 16913, 162809, 20.2232, 1.0, 418, 2518, a5, 011111
anagram, m120, t100, w2, 6440, 315, 16166, 23356, 134.7167, 0.8667, 1370, 37, a3, 010000
primes, m22, t100, w4, 385, 102, 843, 1310, 37.2206, 0.8793, 398, 30, a2, 111111
genPassword, m24, t100, w2, 760, 321, 2764, 3807, 112.8163, 0.8367, 398, 63, a2, 101111
primes, m136, t100, w4, 2248, 307, 4988, 8142, 36.6765, 0.8793, 398, 30, a2, 010111
factorial, m15, t100, w4, 247, 291, 3516, 3976, 226.8387, 0.9677, 403, 18, a2, 000111
bubbleSort, m37, t50, w4, 817, 152, 25968, 26915, 689.4336, 0.9182, 1900, 41, a2, 001111
bubbleSort, m56, t50, w4, 3736, 50, 39134, 43292, 692.6372, 0.9182, 1900, 41, a3, 101100
insertSort, m36, t50, w4, 788, 153, 4113, 4977, 114.25, 0.9444, 1900, 40, a2, 010011
bubbleSort, m37, t50, w2, 1221, 164, 71875, 73333, 1908.2035, 0.9182, 1900, 41, a3, 111111
bubbleSort, m37, t50, w4, 2487, 148, 25844, 28458, 686.1239, 0.9182, 1900, 41, a3, 001101
mergeSort, m113, t50, w2, 10084, 160, 34038, 44552, 301.2212, 0.9336, 1900, 129, a2, 010101
insertSort, m216, t50, w8, 4840, 149, 12664, 18802, 58.6296, 0.9444, 1900, 40, a2, 010110
parg, m5018, t52, w2, 872020, 171, 17424, 918156, 3.4723, 1.0, 418, 2518, a2, 000110
parg, m5018, t52, w2, 860242, 172, 17486, 879256, 3.4847, 1.0, 418, 2518, a2, 101010
parg, m836, t52, w2, 143619, 169, 2894, 146765, 3.4611, 1.0, 418, 2518, a2, 001011
transpose, m49, t50, w8, 1269, 147, 3372, 4928, 67.8993, 0.9054, 903, 40, a2, 001110
huffmanCoding, m628, t50, w4, 35800, 51, 68686, 104994, 109.3726, 0.9013, 1874, 318, a4, 101011
transpose, m74, t50, w2, 2945, 163, 31378, 34444, 421.1812, 0.8993, 903, 40, a2, 111011
huffmanCoding, m104, t50, w4, 5951, 159, 11415, 17476, 109.0605, 0.9013, 1874, 318, a3, 000011
longestIncrease, m228, t50, w2, 19646, 9480, 260164, 300262, 1141.0702, 0.9196, 1946, 70, a4, 010100
genPassword, m98, t100, w2, 3040, 312, 11124, 14928, 113.5102, 0.8367, 398, 63, a2, 011011
